IP Start|IP End|AS Type|Country|Country Code|Region|Postal Code|Organization|Time Zone|Full Country Name|Country Code|AS Number
79.181.246.29|79.181.246.29|EU|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
212.9.101.192|213.74.39.108|NA|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
183.248.13.56|183.248.13.56|NA|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
205.159.73.97|155.202.23.213|NA|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
147.202.118.232|137.173.53.105|NA|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
76.235.90.195|76.235.90.195|EU|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
16.19.11.154|16.19.11.154|EU|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
212.116.202.173|212.116.202.173|EU|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
96.144.102.180|96.144.102.180|AS|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
232.148.148.155|232.148.148.155|AS|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
76.208.231.230|251.235.135.137|AS|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
198.10.107.6|158.45.191.75|AS|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
196.180.145.231|196.180.145.231|AS|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
150.22.123.187|15.158.224.57|EU|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
251.205.15.161|105.188.217.108|NA|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
177.23.17.93|177.23.17.93|NA|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
118.140.181.152|185.117.0.70|EU|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
187.30.125.224|168.188.210.9|AS|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
78.62.201.138|228.88.38.217|AS|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
31.248.96.172|41.177.0.135|EU|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
116.54.44.24|116.54.44.24|NA|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
140.239.146.175|193.198.19.72|NA|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
231.177.68.63|174.72.200.11|NA|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
65.242.77.70|207.87.59.167|NA|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
156.170.145.65|156.170.145.65|EU|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
113.221.30.34|31.106.135.189|NA|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
104.122.35.74|104.122.35.74|EU|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
81.94.224.114|81.94.224.114|EU|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
74.57.158.214|74.57.158.214|NA|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
221.209.216.166|2.216.103.63|AS|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
129.26.167.7|129.26.167.7|AS|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
149.135.238.160|48.232.228.41|EU|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
164.175.69.177|164.175.69.177|NA|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
186.116.145.249|179.100.72.30|AS|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
153.119.28.23|202.69.162.104|AS|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
165.104.41.106|123.119.35.147|AS|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
233.213.202.138|121.224.178.97|EU|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
156.247.154.124|156.247.154.124|NA|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
243.144.214.142|243.144.214.142|NA|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
207.99.16.22|207.99.16.22|NA|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
19.205.60.55|19.205.60.55|NA|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
38.43.129.147|236.152.132.144|AS|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
162.197.118.158|54.83.103.241|AS|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
158.1.18.80|190.173.79.129|NA|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
106.150.130.250|106.150.130.250|EU|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
170.43.85.229|170.43.85.229|AS|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
184.63.131.226|199.68.184.123|AS|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
39.24.50.43|24.156.152.62|EU|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
68.46.240.28|68.46.240.28|NA|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
80.122.44.197|80.122.44.197|EU|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
193.30.22.174|193.30.22.174|EU|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
111.178.223.75|111.178.223.75|EU|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
110.68.101.174|171.191.202.63|AS|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
158.50.161.6|158.50.161.6|NA|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
99.112.36.221|99.112.36.221|NA|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
186.166.31.67|186.166.31.67|EU|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
214.21.247.104|214.21.247.104|EU|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
166.80.235.128|166.80.235.128|AS|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
201.28.197.164|104.145.143.220|EU|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
246.181.172.134|158.117.186.119|AS|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
231.33.163.161|86.93.207.156|AS|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
10.204.142.234|10.204.142.234|AS|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
18.32.33.155|18.32.33.155|NA|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
150.133.128.44|150.133.128.44|NA|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
239.61.210.166|239.61.210.166|NA|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
109.213.137.71|59.156.153.237|EU|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
66.226.235.55|66.226.235.55|AS|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
82.115.6.174|82.115.6.174|EU|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
165.141.113.123|236.17.183.150|AS|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
21.104.6.39|228.88.99.171|NA|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
160.143.139.225|167.78.122.106|AS|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
70.114.57.232|119.28.75.90|AS|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
80.136.132.228|197.36.111.157|NA|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
236.143.214.102|236.143.214.102|AS|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
214.109.4.105|214.109.4.105|AS|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
91.227.30.96|91.227.30.96|NA|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
199.161.196.111|209.205.177.144|AS|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
174.134.150.80|61.166.107.146|EU|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
244.88.194.87|95.46.184.215|AS|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
42.35.12.168|47.129.140.107|AS|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
70.126.91.29|176.127.12.26|NA|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
118.158.86.165|203.222.151.73|AS|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
76.199.28.213|76.199.28.213|EU|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
127.126.2.118|169.115.44.238|AS|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
185.243.231.234|7.124.78.37|EU|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
221.174.1.123|221.174.1.123|EU|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
57.170.225.39|214.42.101.219|AS|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
219.252.8.182|219.252.8.182|AS|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
63.210.105.3|63.210.105.3|AS|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
102.161.201.252|102.161.201.252|EU|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
204.150.214.137|207.15.184.234|NA|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
167.157.191.129|167.157.191.129|NA|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
95.199.102.143|154.133.69.123|AS|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
56.116.38.148|218.57.96.72|NA|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
117.71.163.6|117.71.163.6|EU|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
90.40.194.159|12.224.31.87|AS|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
74.45.199.215|74.45.199.215|EU|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
224.64.171.218|70.128.175.30|AS|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
255.41.198.92|255.41.198.92|EU|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
4.245.212.87|4.245.212.87|AS|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
212.91.71.156|190.252.95.21|NA|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
121.208.148.57|121.208.148.57|AS|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
166.138.132.16|139.215.26.97|AS|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
80.57.60.236|80.57.60.236|AS|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
142.110.250.183|142.110.250.183|EU|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
225.20.249.70|126.50.239.115|NA|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
174.86.28.16|174.86.28.16|NA|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
160.40.232.104|180.28.55.143|AS|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
164.147.196.16|164.147.196.16|NA|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
140.174.125.145|101.226.102.45|AS|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
47.125.70.251|47.125.70.251|AS|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
249.138.80.12|249.138.80.12|AS|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
112.47.13.247|112.47.13.247|EU|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
156.171.110.168|231.104.60.8|EU|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
234.200.11.8|234.200.11.8|AS|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
40.84.160.37|40.84.160.37|NA|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
49.252.99.244|49.252.99.244|EU|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
222.199.128.2|143.95.159.83|EU|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
84.175.157.33|52.176.5.78|NA|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
122.165.182.132|122.165.182.132|NA|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
16.125.24.174|202.104.124.28|AS|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
244.189.113.91|244.189.113.91|AS|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
57.31.136.230|194.130.217.207|EU|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
113.83.139.194|58.49.229.120|AS|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
92.213.39.230|23.121.231.14|EU|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
26.115.25.157|26.115.25.157|EU|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
232.31.49.58|232.31.49.58|EU|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
88.166.169.95|220.211.3.19|EU|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
209.64.9.166|102.196.5.5|NA|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
110.218.28.153|249.232.63.133|AS|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
196.241.4.173|196.241.4.173|NA|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
55.117.110.49|118.248.163.147|AS|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
165.51.225.239|165.51.225.239|EU|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
128.27.191.209|207.32.0.36|AS|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
248.210.217.65|70.186.232.88|NA|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
187.55.249.220|217.208.171.1|NA|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
129.82.135.217|218.206.29.68|AS|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
46.28.228.118|46.28.228.118|EU|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
3.10.221.80|203.143.95.110|EU|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
152.249.154.31|187.193.116.114|AS|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
90.210.201.169|90.210.201.169|AS|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
101.220.9.86|101.220.9.86|NA|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
73.177.130.177|197.211.4.113|AS|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
123.98.98.83|52.160.93.185|NA|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
241.210.147.86|241.210.147.86|AS|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
215.114.33.235|215.114.33.235|AS|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
73.118.248.146|175.244.163.155|NA|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
249.191.236.233|206.47.53.111|EU|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
196.103.79.207|196.103.79.207|AS|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
145.25.140.252|166.245.112.185|NA|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
185.79.148.45|244.81.159.239|EU|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
117.229.34.242|14.79.102.164|NA|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
16.8.82.55|212.127.121.153|NA|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
229.60.189.44|229.60.189.44|NA|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
234.50.108.133|218.149.251.93|NA|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
53.65.184.249|97.86.53.246|AS|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
172.204.29.217|89.2.235.0|EU|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
39.224.240.106|39.224.240.106|NA|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
47.202.151.186|173.12.116.63|AS|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
243.68.214.160|118.143.243.178|AS|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
122.172.51.109|122.172.51.109|AS|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
185.5.6.17|15.151.223.194|AS|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
73.190.102.148|73.190.102.148|AS|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
250.119.227.44|250.119.227.44|AS|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
38.156.24.212|23.199.235.57|EU|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
111.149.233.163|111.149.233.163|EU|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
193.12.228.24|193.12.228.24|NA|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
65.210.3.173|65.210.3.173|AS|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
221.242.157.183|221.242.157.183|EU|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
127.232.80.157|127.232.80.157|EU|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
241.2.234.111|214.41.58.236|EU|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
30.131.194.186|168.218.207.25|AS|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
75.55.211.123|75.55.211.123|NA|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
6.207.199.4|191.130.21.27|EU|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
188.11.107.117|188.11.107.117|AS|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
243.105.96.201|209.143.153.138|AS|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
152.112.140.97|152.112.140.97|NA|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
121.95.164.165|121.95.164.165|EU|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
42.225.241.73|30.91.166.24|AS|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
29.54.160.55|98.97.61.102|NA|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
229.86.16.78|7.236.49.203|AS|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
186.130.47.182|186.130.47.182|EU|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
95.121.209.119|95.121.209.119|EU|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
100.62.37.32|63.137.241.170|EU|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
147.75.92.223|147.75.92.223|NA|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
65.186.9.77|224.240.112.142|NA|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
104.34.64.221|104.34.64.221|NA|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
35.231.44.125|35.231.44.125|AS|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
106.4.212.204|106.4.212.204|NA|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
83.129.34.82|198.104.131.229|AS|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
74.73.14.177|169.77.37.61|EU|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
155.160.211.63|155.160.211.63|NA|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
231.121.105.4|231.121.105.4|AS|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
69.150.95.221|69.150.95.221|NA|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
176.21.181.0|176.21.181.0|AS|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
28.131.110.255|28.131.110.255|NA|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
217.137.38.115|217.50.181.117|AS|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
173.187.108.104|173.187.108.104|EU|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
112.59.208.110|190.109.78.228|EU|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
254.1.229.82|5.40.162.142|EU|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
236.102.139.48|236.102.139.48|EU|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
15.123.217.86|15.123.217.86|EU|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
45.61.192.127|45.61.192.127|AS|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
14.212.180.169|95.248.4.177|EU|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
21.203.162.237|64.106.211.216|EU|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
20.39.195.255|20.39.195.255|EU|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
220.223.0.175|47.200.165.204|AS|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
11.21.103.34|11.21.103.34|EU|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
140.45.9.107|164.52.246.51|AS|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
94.49.191.143|94.49.191.143|AS|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
68.112.168.24|68.112.168.24|AS|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
208.120.132.143|208.120.132.143|EU|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
192.242.82.177|112.30.81.80|NA|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
78.37.189.166|78.37.189.166|AS|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
167.148.41.130|82.87.211.26|EU|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
62.129.121.111|204.60.48.88|AS|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
185.246.185.252|185.246.185.252|AS|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
20.69.191.217|215.111.4.136|NA|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
49.245.209.4|123.189.16.58|AS|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
141.208.192.223|141.208.192.223|NA|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
56.58.237.121|193.216.184.140|NA|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
28.25.248.133|28.214.10.27|EU|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
219.27.43.122|104.195.25.227|NA|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
243.177.252.21|243.177.252.21|EU|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
198.17.110.23|198.17.110.23|EU|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
108.149.70.149|60.31.96.153|NA|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
70.16.196.192|43.83.68.34|EU|美国|US|德克萨斯州|75001|AT&T Services Inc.|-0500|美国|US|AS7018
176.83.184.77|171.108.220.49|AS|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
251.186.156.200|37.0.248.25|AS|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
232.117.199.155|220.132.185.199|AS|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
223.154.33.178|249.106.204.223|EU|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
173.64.229.196|217.222.43.212|AS|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
8.117.39.246|223.140.204.50|AS|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
229.201.99.199|60.229.20.6|EU|瑞典|SE|哈兰省|31000|Telia Network Services|+0200|瑞典|SE|AS3301
219.165.27.28|19.135.154.34|NA|巴西|BR|帕拉州|66000|Telefonica Brasil S.A|-0300|巴西|BR|AS26599
219.217.112.123|225.152.179.68|NA|意大利|IT|伦巴第|20100|Fastweb SpA|+0100|意大利|IT|AS12874
14.61.254.76|171.164.178.18|EU|中国|CN|广东|440000|中国电信|+0800|中国|CN|AS141748
61.68.82.196|164.38.26.231|NA|越南|VN|北宁省|16000|FPT Telecom|+0700|越南|VN|AS18403
